Postcode,SuburbName,MeanCrimes,SumCrimes,Latitude,Longitude,DistCityCenter,Schools
3000,Melbourne CBD,22600.6,113003,-37.8141823,144.9598007,2.3062284041653016,25
3002,East Melbourne,875.6,4378,-37.812498,144.9858851,1.7568131942115992,22
3003,West Melbourne,549.8,2749,-37.81044755,144.920429793501,5.557517348951235,30
3006,"Southbank, South Wharf",2396.6,11983,-37.82534507765295,144.95668174831445,2.0508960659004,25
3008,Docklands,1149.6,5748,-37.8175423,144.9394923,3.717285430257817,24
3011,"Footscray, Seddon",3155.8,15779,-37.80245323491264,144.89447101808187,8.005500659823758,12
3013,Yarraville,835.4,4177,-37.8180051,144.8819389,8.668368022105742,13
3015,"Newport, Spotswood, South Kingsville",1147.4,5737,-37.83463329387215,144.87990787045757,8.815648901897774,12
3016,"Williamstown, Williamstown North",1297.4,6487,-37.85691251522578,144.8793670428558,9.411140167545442,9
3018,"Altona, Seaholme",908.6,4543,-37.864007942437034,144.8273915956046,13.991535111629181,2
3019,Braybrook,1143.6,5718,-37.7867076,144.8548451,11.888300201384764,7
3020,"Albion, Sunshine, Sunshine North, Sunshine West",6172.8,30864,-37.78200128529997,144.82440855295255,14.570360842962144,8
3021,"Albanvale, Kealba, Kings Park, St Albans",4654.8,23274,-37.74050263987098,144.79344762150453,19.033388133456615,15
3022,Ardeer,500.2,2501,-37.7758681,144.8014637,16.698861531457986,10
3023,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Ravenhall",4442.6,22213,-37.308266167473505,143.70937569079445,126.02123241124949,0
3024,"Fieldstone, Mount Cottrell, Manor Lakes, Wyndham Vale, Mambourin",1172.8,5864,-37.83525597816391,144.60620788628748,32.835740338470174,0
3025,Altona North,1211.4,6057,-37.8378229,144.8342853,12.838940981527498,2
3026,Laverton North,648.2,3241,-37.8300705,144.7869487,16.949653463903594,0
3027,Williams Landing,248.8,1244,-37.8614297,144.7445428,21.008940371831095,4
