SuburbName,PostalCode,Latitude,Longitude,DistCityCenter,Schools,Parks,Stations
Keilor Park,3042,-37.7187247,144.85017209999995,16.629253777144346,7,3,0
Kings Park,3021,-37.73371220000001,144.7719526,21.04738258421375,12,12,2
St Albans,3021,-37.745098299999995,144.804976,17.9006313389986,13,9,3
Sunshine,3020,-37.78933189999999,144.8342699,13.481633353395985,7,8,4
Sunshine North,3020,-37.7639467,144.8361969,14.473661729194848,10,11,3
Sunshine West,3020,-37.7983442,144.8110919,15.181331010258374,4,6,3
Sydenham,3037,-37.6997223,144.76532949999995,23.6218991272302,9,7,1
Taylors Lakes,3038,-37.698633,144.78630769999995,22.25468165617359,7,6,1
Tullamarine,3043,-37.704658,144.87177319999995,16.648623039225786,7,1,0
Beaconsfield,3807,-32.07058405,115.768877507407,2726.9464405902218,9,29,1
Emerald,3782,-37.93107,145.44888902516502,42.7562820383487,1,3,7
Officer,3809,-38.049175,145.41180221332,45.2029146676044,8,4,1
Pakenham,3810,-38.06823555,145.47878113336202,51.29897830121743,6,6,2
Avonsleigh,3782,-37.91404,145.482076000566,45.132584962796024,2,2,5
Bayles,3981,-38.176973600000004,145.573224,64.92279981513727,0,0,0
Beaconsfield Upper,3808,-37.998734999999996,145.42521466494802,43.47172757545461,0,0,0
Bunyip,3815,-38.0971242,145.7208993,71.56695986296907,1,0,1
Bunyip North,3815,-38.0971242,145.7208993,71.56695986296907,1,0,1
Caldermeade,3984,-38.239565,145.54077683333298,67.19224731336354,0,0,0
Cardinia,3978,-38.13432,145.421166606992,51.58544077504764,0,0,0
Catani,3981,-38.1948042,145.6413285,70.91331038356398,0,0,0
Clematis,3782,-37.9340691,145.417641,40.21735317548328,2,3,4
Cockatoo,3781,-37.9299135,145.5127551,48.149505462656755,2,0,3
Cora Lynn,3814,-38.1436888,145.60427109999995,65.05923677600255,0,0,0
Dalmore,3981,-33.9340667,116.30318989999999,2609.8200448360503,0,0,0
Dewhurst,3809,-37.97633,145.47403147614799,46.42038858471086,0,0,0
Garfield,3814,-38.0898677,145.676222,67.68022264491108,0,0,1
Garfield North,3814,-38.03934,145.685876546336,66.26485650880487,0,0,0
Gembrook,3783,-37.9685261,145.495700419905,47.91321428794344,1,0,1
Guys Hill,3807,-38.0142333,145.39060039999995,41.59261789921887,0,0,0
Heath Hill,3981,-38.24878,145.691397522341,77.97602049432771,0,0,0
Iona,3815,-38.161365,145.686712776183,72.2311973705728,0,0,0
Koo Wee Rup,3981,-38.18986500000001,145.470198500526,58.91107624805851,1,1,0
Koo Wee Rup North,3891,-38.18986500000001,145.470198500526,58.91107624805851,1,1,0
Lang Lang,3984,-38.282534999999996,145.572641377871,72.49992952230842,0,0,0
Lang Lang East,3894,-38.2660405,145.56277780000005,70.60850628245353,0,0,0
Longwarry,3816,-38.11113870000001,145.77059530000002,76.1721088201876,0,0,1
Maryknoll,3812,-38.03572,145.60193640646298,59.28255870752736,0,0,0
Menzies Creek,3159,-37.9190646,145.40682040000004,38.84391589866714,3,3,4
Modella,3816,-38.186439299999996,145.7150142,75.791488964083,0,0,0
Monomeith,3984,-38.2206497,145.5106763,63.8337502610792,1,2,0
Mount Burnett,3781,-34.894199799999996,116.56314209999998,2556.163627624403,0,0,0
Nangana,3781,-37.8755206,145.53250740000001,48.82854996560073,0,0,0
Nar Nar Goon,3812,-38.110034999999996,145.574791685593,60.897359521831405,0,0,1
Nar Nar Goon North,3812,-38.029435,145.56357211039,55.91722755594737,0,0,0
Nyora,3987,-38.3347289,145.67089030000002,82.71863392304009,0,0,1
Officer South,3809,-38.049175,145.41180221332,45.2029146676044,8,4,1
Pakenham South,3810,-38.137285,145.49122668171896,56.53839249066552,0,0,0
Pakenham Upper,3810,-38.00863,145.50752328993798,50.49079395105362,0,0,0
Rythdale,3810,-37.886921,145.1834032,19.055461875418846,17,12,2
Tonimbuk,3815,-38.031209999999994,145.727912634901,69.42714019474508,0,0,0
Tooradin North,3977,-38.2138303,145.38168269999997,55.54762605064624,0,1,0
Tynong,3813,-38.094584999999995,145.638755252879,64.9675260346721,0,0,2
Tynong North,3813,-38.02976655,145.637866604289,61.95523583976159,0,0,0
Vervale,3814,-37.7129383,144.9735871,12.760654688703186,11,11,9
Yannathan,3894,-38.223445,145.65053392079702,73.42965080738357,0,0,0
Berwick,3806,-38.0403826,145.3481493,40.05261489567249,6,9,2
Botanic Ridge,3977,-38.1413786,145.2566183,42.50922329795731,1,0,0
Clyde,3978,-38.132634499999995,145.3290375,45.700890296112654,0,0,0
Clyde North,3978,-38.1028681,145.3302814,43.3810722895961,3,1,0
Cranbourne,3977,-38.09983825,145.282937771062,40.292916052164564,12,4,3
Cranbourne East,3977,-38.108091200000004,145.3056221,42.303208322514685,9,4,2
Cranbourne North,3977,-38.0775184,145.2989039,39.44533761029211,12,6,3
Cranbourne South,3977,-38.150625,145.24676468406602,42.87945364406277,1,0,0
Doveton,3177,-37.9887542,145.2385975,28.931539778606638,8,3,2
Endeavour Hills,3802,-37.9702665,145.25634430000005,28.99699042184115,6,4,0
Eumemmerring,3177,-37.9985273,145.2469497,30.1818604109033,8,5,3
Hallam,3803,-38.0074845,145.268858,32.30422080546716,8,2,2
Hampton Park,3976,-38.03673679999999,145.25903119999995,33.780887324743524,7,4,3
Junction Village,3977,-38.1363443,145.2968697,44.181337980065756,1,1,0
Lynbrook,3975,-38.0558639,145.2561128,35.10043390453725,7,3,3
Narre Warren,3805,-38.017956,145.3058481,35.588890734187515,9,7,1
Narre Warren North,3804,-38.00196165,145.294660694286,33.75447347738068,8,6,2
Narre Warren South,3805,-38.04913355,145.303989760819,37.6274604803031,10,6,1
Blind Bight,3980,-38.2142175,145.3377629,53.2264397548625,0,0,0
Cannons Creek,3977,-38.2114954,145.3112899,51.64326754430847,0,0,0
Devon Meadows,3977,-38.162017799999994,145.3024933,46.72965698922475,0,0,0
Harkaway,3806,-38.0002695,145.3416887,37.10981627297879,3,6,0
Lyndhurst,3975,-30.288044,138.3487822,1036.9177416895222,0,0,0
Lysterfield South,3156,-37.952484399999996,145.26692749999995,28.77580007996817,5,4,0
Pearcedale,3912,-38.2015815,145.242198,47.53052646627598,1,0,0
Tooradin,3980,-38.2138303,145.38168269999997,55.54762605064624,0,1,0
Warneet,3980,-38.2213749,145.3117316,52.575859075626774,0,0,0
Alphington,3078,-37.78039920000001,145.0308824,6.90079582597212,19,26,11
Fairfield,3078,-37.7845032,145.0158191,5.737630757655581,27,28,13
Kingsbury,3083,-37.715569,145.0355601,13.384310985775285,12,12,4
Northcote,3070,-31.857994,116.26807759999998,2692.1223179241533,0,0,0
Preston,3072,-37.72140035,145.009989357087,12.101063289699262,12,13,6
Reservoir,3073,-37.71237670000001,145.0074935,13.039596080541743,10,9,5
Thornbury,3071,-35.218771200000006,149.032214027361,464.0206261526948,16,6,0
Carrum Downs,3201,-38.0927904,145.1758001,34.140303332909326,3,1,0
Frankston,3199,-38.1444729,145.1268808,37.5317070848724,13,10,3
Frankston North,3200,-38.1228524,145.1609788,36.48207124758804,11,7,3
Frankston South,3199,-38.1765027,145.12956409999995,40.96973791750776,11,7,2
Langwarrin,3910,-38.154582899999994,145.1973931,41.069061761604,3,4,0
Sandhurst,3977,-38.08194279999999,145.21039,34.77550187690641,1,1,0
Seaford,3198,-38.1048309,145.1384475,33.83040657432505,6,5,3
Skye,3977,-38.105126500000004,145.2162331,37.185404109147505,2,2,0
Langwarrin South,3911,-38.189102399999996,145.19106330000002,44.2685798020551,2,0,1
Bentleigh,3204,-37.92633315,145.05430548523398,12.783654923142484,17,22,7
Bentleigh East,3165,-37.9220201,145.0665529,12.974077046649475,19,20,11
Caulfield,3162,-37.882265000000004,145.022462837409,7.1432031125434925,32,25,13
Caulfield East,3145,-37.881276,145.04208469999998,8.097151246806018,26,27,13
Caulfield North,3161,-37.870828,145.02180049999996,6.060756384427183,31,25,15
Caulfield South,3162,-37.894698999999996,145.02493230000005,8.451973005586892,30,24,12
Carnegie,3163,-37.893372899999996,145.0559135,9.909281687850381,23,27,13
Elsternwick,3185,-37.885842499999995,145.00701519999996,6.9075527732479785,31,21,9
Gardenvale,3185,-37.8981194,145.00918240000001,8.25993098284325,26,19,10
Glen Huntly,3163,-37.8923791,145.0413689,9.008818735976103,29,25,10
McKinnon,3204,-37.91059420000001,145.03863,10.579721284257161,21,20,11
Murrumbeena,3163,-37.8968653,145.0703808,11.073067699181886,20,24,14
Ormond,3204,-37.9039946,145.0432907,10.163863390973342,24,22,10
St Kilda East,3183,-37.8668218,145.00216569999995,4.786556345681698,27,21,10
Dandenong,3175,-37.98749,145.21479230000003,27.230734295723238,7,3,3
Dandenong North,3175,-37.95583189999999,145.2143234,25.042442445164625,10,4,1
Dandenong South,3175,-38.0279936,145.2209236,30.729731748937173,2,1,2
Keysborough,3173,-38.005360700000004,145.1674069,25.728093384694624,1,4,0
Noble Park,3174,-37.9695376,145.176703,23.40669358000507,7,2,4
Noble Park North,3174,-37.9512702,145.19083769999997,23.072067507700762,13,4,4
Springvale,3171,-37.945625299999996,145.1580111,20.421266009583398,7,9,4
Springvale South,3172,-37.9708611,145.14786919999997,21.7140430109195,8,8,4
Bangholme,3175,-38.0483919,145.1720859,29.793704109554845,2,0,0
Altona,3018,-37.88360825,144.7586157375,20.405078732285663,3,21,4
Altona Meadows,3028,-37.8814419,144.7845482,18.16919634158284,1,10,4
Altona North,3025,-37.8378229,144.8342853,12.838940981527498,2,3,1
Laverton,3028,-37.85938220000001,144.76714040000005,19.01617242101359,1,11,3
Newport,3015,-37.84359660000001,144.88047969999997,8.910094704574776,13,14,5
Spotswood,3015,-37.8296363,144.887901,8.08184550353657,14,16,10
Seabrook,3028,-31.670688300000002,116.7318562,2659.570389383354,0,0,0
Seaholme,3018,-37.8641585,144.8442324,12.588533510171859,2,3,3
South Kingsville,3015,-37.8306664,144.8713429,9.539401840725553,11,13,6
Williamstown,3016,-37.8611788,144.8898569,8.744897990955549,8,8,5
Williamstown North,3016,-37.8526453,144.8688784,10.139691664219683,10,6,6
Attwood,3049,-37.6670148,144.884862,19.71448140922759,8,9,2
Broadmeadows,3047,-37.673105,144.94015934480302,17.53041486073192,10,6,6
Campbellfield,3061,-37.6641298,144.959583,18.264780548624312,5,1,4
Coolaroo,3048,-37.6567594,144.9345853,19.410134854196112,7,5,7
Craigieburn,3064,-37.5901421,144.91082649999996,27.09653566079237,9,12,3
Dallas,3047,-37.6708194,144.9354163,17.866216641641856,9,6,6
Gladstone Park,3043,-37.6898311,144.8944658,17.060229729824165,10,7,4
Greenvale,3059,-37.6347658,144.8814617,23.12460258148377,2,8,0
Jacana,3047,-37.6877427,144.9111681,16.683024709410585,12,7,7
Meadow Heights,3048,-37.65116679999999,144.9185521,20.34688990127954,8,6,5
Melbourne Airport,3045,-37.667111,144.833480766796,22.004712344861282,1,0,0
Roxburgh Park,3064,-31.713702299999998,115.729831454737,2745.290730421903,5,31,2
Somerton,3062,-37.634688,144.9507961,21.604023375060077,5,3,6
Westmeadows,3049,-37.6768765,144.8939017,18.38561139492459,8,7,5
Sunbury,3429,-35.15341375,149.119845045385,474.7951958646032,3,2,0
Bulla,3428,-15.7657897,130.039766,2858.422757702612,0,0,0
Clarkefield,3430,-37.465415,144.76960275978,44.332088106563226,0,0,1
Diggers Rest,3427,-37.61394,144.68218643815598,35.36106147737834,0,1,0
Kalkallo,3064,-37.530952299999996,144.94965390000004,33.09734355271406,0,0,1
Mickleham,3064,-37.5616549,144.87733390000002,30.921264518811945,1,2,0
Oaklands Junction,3063,-37.5916891,144.841268461542,28.93064616753455,0,0,0
Wildwood,3429,-37.55692655,144.799086801365,34.04745934385983,0,0,0
Yuroke,3063,-37.5924148,144.883589068957,27.49172251874753,4,11,0
Aspendale,3195,-38.0219105,145.1024159,24.143852801479174,5,8,3
Aspendale Gardens,3195,-38.022143799999995,145.11983999999995,24.884971879633326,6,9,3
Bonbeach,3196,-38.0630635,145.1276225,29.225528151097087,9,8,3
Braeside,3195,-38.0005245,145.12295780000005,22.973838788850195,8,9,1
Carrum,3197,-38.083045,145.180350343773,33.416977533660976,1,1,0
Chelsea,3196,-38.0497386,145.121407,27.656408087621998,8,10,5
Chelsea Heights,3196,-38.0408403,145.1341354,27.311836533689426,8,10,4
Clarinda,3169,-37.943109299999996,145.1060206,16.965908046366412,7,14,2
Clayton South,3169,-37.9430924,145.125236,18.11084074205714,8,12,3
Dingley Village,3172,-37.975576200000006,145.12564780000002,20.85107059218552,3,7,0
Edithvale,3196,-38.0375588,145.1149321,26.191538596950394,8,10,4
Heatherton,3202,-37.9560844,145.09320669999997,17.417028347458555,6,14,0
Mentone,3194,-37.9813669,145.0689511,18.809748807659982,10,7,5
Moorabbin Airport,3194,-37.97746179999999,145.09952969999995,19.70553872606681,8,5,2
Mordialloc,3195,-37.9993584,145.0960708,21.659615355646324,10,7,4
Parkdale,3195,-37.991867299999996,145.081286,20.327825720427352,9,5,3
Patterson Lakes,3197,-38.069449299999995,145.14323290000004,30.48271493778736,7,6,3
Waterways,3195,-38.014778299999996,145.1305166,24.6652739809676,4,9,2
Bayswater,3153,-37.845763899999994,145.267993901458,25.391485134009052,16,14,3
Boronia,3155,-37.8563043,145.2859658,27.076821874500524,14,13,3
Ferntree Gully,3156,-37.87288335,145.237706565455,23.200296051415574,17,4,0
Knoxfield,3180,-37.889773100000006,145.2496342,24.680734635791502,8,4,0
Lysterfield,3156,-37.9348771,145.30175880000004,30.677092998039203,1,2,0
Rowville,3178,-37.9239267,145.24476719999996,25.60907772743095,3,1,0
Scoresby,3179,-37.90257860000001,145.21830659999995,22.539340228511143,5,7,0
Sassafras,3787,-37.8678412,145.35680390000005,33.40873870367859,1,0,0
The Basin,3154,-37.8556937,145.3214075,30.163340415286736,5,7,1
Upper Ferntree Gully,3156,-37.8966917,145.30987549999998,29.98238947923911,8,7,4
Wantirna,3152,-37.85233570000001,145.22597209999995,21.79331059769041,21,10,3
Wantirna South,3152,-37.8737902,145.22174750000005,21.857670124154463,15,11,0
Bulleen,3105,-37.7663109,145.12128101475798,14.174085315939882,14,13,0
Doncaster,3108,-37.7848299,145.1238431,13.516358289311063,16,20,0
Doncaster East,3109,-37.7788744,145.1638815,17.054901883609062,14,14,0
Donvale,3111,-37.789809399999996,145.1914915,19.06557142853836,13,11,1
Nunawading,3131,-37.8173756,145.17653080000005,17.316678438551385,17,19,5
Park Orchards,3114,-37.7769195,145.2146209,21.386802555097862,12,3,0
Ringwood North,3134,-37.793032399999994,145.23123130000005,22.420506567203198,12,13,2
Templestowe,3106,-37.754058799999996,145.14861519999997,16.936904949786257,12,18,0
Templestowe Lower,3107,-37.7638749,145.1122762,13.624463935086323,12,14,0
Warrandyte,3113,-37.7585968,145.22762818933,23.088945877450445,6,3,0
Warrandyte South,3134,-37.7610033,145.2373853,23.814626044052428,8,4,0
Wonga Park,3115,-37.7356804,145.269802,27.460739353630718,1,4,0
Braybrook,3019,-37.7867076,144.85484509999995,11.888300201384766,7,11,5
Footscray,3011,-37.78933525,144.874128275157,10.217516893228222,15,23,7
Kingsville,3012,-37.8088622,144.8794356,9.065212564241657,14,20,7
Maidstone,3012,-37.7819337,144.87416059999995,10.584476489159783,8,21,5
Maribyrnong,3032,-37.7695144,144.89020490000001,10.186453896868636,14,21,7
Seddon,3011,-37.8067725,144.8915967,8.092339141801808,14,24,9
Tottenham,3012,-37.8046977,144.8529354,11.438411004248696,12,13,5
West Footscray,3012,-37.8005584,144.87108080000004,10.018779389363443,12,19,7
Yarraville,3013,-37.8180051,144.8819389,8.668368022105742,13,19,8
Bayswater North,3153,-37.8269747,145.28368469999995,26.69240478084108,13,11,2
Croydon,3136,-37.795177,145.284447,27.00629894911087,11,13,3
Croydon Hills,3136,-37.7759541,145.2671081,25.889012686842193,9,12,1
Croydon North,3136,-37.771884299999996,145.2839524,27.433823838764656,5,8,3
Croydon South,3136,-37.8150135,145.27361240000005,25.847218422278978,12,14,4
Heathmont,3135,-37.8305406,145.2442572,23.230289562109252,14,12,5
Kilsyth,3137,-37.8037844,145.3134593,29.431757916090802,8,5,3
Kilsyth South,3137,-37.8315054,145.31100080000004,29.094559858715854,7,4,0
Park Orchards,3114,-37.7769195,145.2146209,21.386802555097862,12,3,0
Ringwood,3134,-37.81147650000001,145.23341509999997,22.349995135197805,16,16,5
Ringwood East,3135,-37.813080799999994,145.2530126,24.053892360396954,15,19,4
Vermont,3133,-37.8384616,145.19934709999995,19.3195724631302,17,17,3
Warranwood,3134,-37.7725114,145.250157,24.53188347471591,12,8,1
Carlton,3053,-11.329955499999999,-67.6954911,13580.874869961335,0,0,0
Carlton North,3054,-37.7845585,144.97285530000005,4.8221081039365234,28,19,16
Docklands,3008,-37.81754229999999,144.9394923,3.717285430257817,23,11,9
East Melbourne,3002,-37.812498,144.9858851,1.7568131942115992,22,8,13
Flemington,3031,-37.78675870000001,144.9193668,6.989301785790832,22,23,15
Kensington,3031,-37.7943554,144.9270487,5.930605198133158,25,22,15
Melbourne CBD,3000,-37.8141823,144.9598007,2.3062284041653016,25,8,15
Melbourne CBD (St Kilda Road area),3004,-37.7985747,144.9451741,4.436255541793762,22,17,12
North Melbourne,3051,-37.7871148,144.9515533,5.1402112637481645,26,15,14
Parkville,3052,-37.83336129999999,144.9219203,5.130512016573934,11,15,3
Port Melbourne,3207,-37.825361799999996,144.96402030000004,1.4126285091011708,25,8,11
Southbank,3006,-37.8253279,144.9493432,2.6922487140240103,22,11,8
South Wharf,3006,-37.8377695,144.99185369999995,1.5493877373646088,31,11,18
South Yarra,3141,-37.81044755,144.920429793501,5.557517348951235,29,22,13
West Melbourne,3003,-37.71939329999999,144.6694023,29.82826462765407,0,1,1
Aintree,3336,-37.70020195,144.67660009811598,30.19409629840075,0,1,0
Bonnie Brook,3335,-37.699338899999994,144.5405513,41.17646214209378,5,4,1
Brookfield,3338,-37.749373999999996,144.753027,21.75222170046859,6,4,1
Burnside,3023,-37.7324225,144.7555804,22.37623275168968,10,9,1
Burnside Heights,3023,-37.7345608,144.7371975,23.70741235240067,4,7,0
Caroline Springs,3023,-37.706300399999996,144.60256569999999,35.81032205169731,7,3,1
Cobblebank,3338,-37.727933,144.70464750000005,26.61117037473806,0,3,0
Deanside,3336,-37.728888299999994,144.542927959977,39.94832114008909,2,1,0
Exford,3338,-37.7908381,144.55616569999995,37.455248462996025,0,0,0
Eynesbury,3338,-37.74986679999999,144.6482563,30.401492503714362,0,1,1
Fieldstone,3024,-37.70598629999999,144.7174013,26.746440755577417,1,5,0
Fraser Rise,3336,-37.7000297,144.63512680000005,33.46649222318677,0,1,1
Grangefields,3335,-37.65678079999999,144.5525264,42.112881404087844,6,5,0
Harkness,3337,-37.6626777,144.59144030000004,38.77297588821299,6,3,0
Kurunjang,3337,-37.6835714,144.5828446,38.41077264958707,9,7,1
Melton,3337,-37.706027899999995,144.57177230000005,38.34277324570545,7,5,1
Melton South,3338,-37.6798651,144.5528895,40.984220809748905,8,5,1
Melton West,3337,-37.76249,144.62283,32.20357674227929,0,0,0
Mount Cottrell,3024,-37.735676899999994,144.46947921550301,46.015391879265096,0,0,0
Parwan,3340,-37.6727808,144.6993618,30.081362720351766,0,0,0
Plumpton,3335,-37.7754956,144.73663259999995,22.146078957870273,0,1,2
Ravenhall,3023,-37.7312767,144.6607316,30.028939762897306,0,1,1
Rockbank,3335,-37.7324394,144.5975017,35.23846143395685,1,1,0
Strathtulloh,3338,-37.7152241,144.75331269999995,23.51236360157095,10,10,1
Taylors Hill,3037,-37.7274099,144.6259215,33.04923602408285,0,1,1
Thornhill Park,3335,-37.602626799999996,144.584952550434,42.81618440163345,0,0,0
Toolern Vale,3337,-37.80890150000001,144.721139,22.826619664490252,0,0,1
Truganina,3029,-37.7323715,144.57089419999997,37.47833621732304,2,1,1
Weir Views,3338,-37.866671999999994,145.1022346,11.595469058489773,18,22,9
Ashwood,3147,-37.85565995,145.09844123094,10.874877690683174,17,15,8
Burwood,3125,-37.8822799,145.1001365,12.191087636859582,21,20,13
Chadstone,3148,-37.9173212,145.1304242,16.566300538675858,18,7,3
Clayton,3168,-37.8816255,145.1681838,17.598422860518852,25,12,2
Glen Waverley,3150,-37.8995028,145.0811583,11.964968310041401,20,23,12
Hughesdale,3166,-37.907658500000004,145.1084736,14.384442120818536,23,12,7
Huntingdale,3166,-37.9011951,145.130584919767,15.564559703423752,25,5,5
Monash University,3800,-37.878392299999994,145.1284919,14.225460683594624,27,7,4
Mount Waverley,3149,-37.9319869,145.18179881096,21.194783008024785,11,6,1
Mulgrave,3170,-37.905582,145.14556159999995,16.94150417624376,21,2,2
Notting Hill,3168,-37.90045995,145.08828050263398,12.50567298770964,21,22,9
Oakleigh,3166,-37.9039215,145.1153403,14.617368731227055,22,11,7
Oakleigh East,3166,-37.92482570000001,145.0921745,14.63839395607395,17,15,5
Oakleigh South,3167,-37.9103266,145.1895175,20.58257011968864,13,8,0
Wheelers Hill,3150,-37.7596196,144.8974571,10.466829644694624,11,19,7
Aberfeldie,3040,-37.7222576,144.88349419999997,14.455013756653564,10,6,0
Airport West,3042,-37.776956299999995,144.9137235,8.090562408330817,14,21,11
Ascot Vale,3032,-37.761453700000004,144.86214099999995,12.692817124662971,10,13,0
Avondale Heights,3034,-37.755963,144.916177904011,9.733528788609384,18,16,8
Essendon,3040,-37.72692120000001,144.90041340000005,13.1936442127668,12,3,7
Essendon Fields,3041,-37.73847620000001,144.90120269999997,12.082216976155449,15,7,5
Essendon North,3041,-37.75464,144.883441718625,11.730200489866991,14,17,1
Essendon West,3040,-37.765575,144.9212864,8.604020307333629,18,20,14
Moonee Ponds,3039,-37.7397699,144.8847881,12.852383706326053,11,15,3
Niddrie,3042,-37.7333202,144.91824330000003,11.798499560783426,15,3,6
Strathmore,3041,-37.7133663,144.8969057,14.646143537193828,11,2,3
Strathmore Heights,3041,-37.780755299999996,144.935503,6.503304125240192,20,22,14
Travancore,3032,-37.7664715,144.9613103,6.987243259673612,27,25,13
Brunswick,3056,-37.76888020000001,144.9776825,6.529326307728528,31,29,15
Brunswick East,3057,-37.7633334,144.9425563,7.859860328314878,26,20,13
Brunswick West,3055,-37.744975200000006,144.9643314,9.286227555285993,22,28,10
Coburg,3058,-37.7243394,144.9675896,11.531185102992305,16,12,9
Coburg North,3058,-37.7052065,144.9696144,13.638489124569352,7,11,4
Fawkner,3060,-37.702819899999994,144.9275403,14.616892193222034,11,1,8
Glenroy,3046,-37.702718299999994,144.8975976,15.65633901410061,9,2,5
Gowanbrae,3043,-37.7101582,144.9502764,13.314454817840435,11,3,7
Hadfield,3046,-37.7181626,144.9189712,13.293101282234776,12,1,7
Oak Park,3046,-37.7250777,144.9379604,11.978862402725547,12,2,10
Pascoe Vale,3044,-37.7434265,144.9384767,10.039766266349902,19,10,11
Pascoe Vale South,3044,-38.3687445,144.77226819999996,62.87680147983056,0,0,0
Blairgowrie,3942,-38.373724100000004,144.8755654,61.43004480642456,2,3,0
Capel Sound,3940,-38.3418285,144.96558380000005,57.214062834516994,1,0,0
